ACC	ncldv	caudo	ratio
GVOG08257.trim	2.0	0.0	1
GVOG00077.trim	29.0	3.0	1
GVOG15002.trim	3.0	0.0	1
GVOG22443.trim	7.0	0.0	1
GVOG25424.trim	16.0	0.0	1
GVOG13302.trim	3.0	0.0	1
GVOG12377.trim	5.0	1.0	1
GVOG23535.trim	22.0	39.0	1
GVOG03022.trim	5.0	0.0	1
GVOG09146.trim	2.0	0.0	1
GVOG25442.trim	12.0	0.0	1
GVOG16451.trim	2.0	0.0	1
GVOG03636.trim	3.0	1.0	1
GVOG06747.trim	2.0	0.0	1
GVOG04333.trim	2.0	0.0	1
GVOG27983.trim	10.0	0.0	1
GVOG19794.trim	36.0	0.0	1
GVOG16877.trim	2.0	0.0	1
GVOG07661.trim	7.0	0.0	1
GVOG08877.trim	3.0	0.0	1
GVOG07593.trim	6.0	0.0	1
GVOG22360.trim	3.0	52.0	1
GVOG02969.trim	4.0	0.0	1
GVOG06862.trim	2.0	0.0	1
GVOG19623.trim	2.0	0.0	1
GVOG07739.trim	2.0	0.0	1
GVOG17683.trim	11.0	0.0	1
GVOG21788.trim	3.0	0.0	1
GVOG07778.trim	2.0	0.0	1
GVOG12441.trim	3.0	1.0	1
GVOG20459.trim	7.0	0.0	1
GVOG00889.trim	20.0	0.0	1
GVOG10987.trim	2.0	0.0	1
GVOG11149.trim	5.0	0.0	1
GVOG12417.trim	4.0	0.0	1
GVOG10285.trim	2.0	0.0	1
GVOG25352.trim	3.0	0.0	1
GVOG20867.trim	8.0	0.0	1
GVOG03947.trim	2.0	0.0	1
GVOG19506.trim	7.0	0.0	1
GVOG18916.trim	35.0	0.0	1
GVOG26796.trim	10.0	0.0	1
GVOG28499.trim	3.0	0.0	1
GVOG20491.trim	4.0	0.0	1
GVOG04083.trim	3.0	0.0	1
GVOG23853.trim	18.0	2.0	1
GVOG11121.trim	4.0	6.0	1
GVOG14101.trim	2.0	0.0	1
GVOG27948.trim	4.0	0.0	1
GVOG14118.trim	4.0	0.0	1
GVOG02841.trim	11.0	0.0	1
GVOG06180.trim	2.0	0.0	1
GVOG16113.trim	2.0	0.0	1
GVOG05656.trim	2.0	0.0	1
GVOG12103.trim	2.0	1.0	1
GVOG10915.trim	8.0	2.0	1
GVOG11823.trim	2.0	0.0	1
GVOG11446.trim	3.0	0.0	1
GVOG12884.trim	3.0	0.0	1
GVOG14994.trim	4.0	0.0	1
GVOG09721.trim	4.0	0.0	1
GVOG07140.trim	2.0	0.0	1
GVOG05874.trim	2.0	0.0	1
GVOG22159.trim	6.0	0.0	1
GVOG02821.trim	13.0	0.0	1
GVOG28595.trim	9.0	21.0	1
GVOG28458.trim	5.0	0.0	1
GVOG14913.trim	22.0	0.0	1
GVOG02960.trim	4.0	0.0	1
GVOG24253.trim	8.0	0.0	1
GVOG21475.trim	4.0	0.0	1
GVOG03569.trim	11.0	0.0	1
GVOG14486.trim	2.0	0.0	1
GVOG25264.trim	3.0	0.0	1
GVOG15689.trim	341.0	0.0	1
GVOG23453.trim	7.0	0.0	1
GVOG24816.trim	59.0	0.0	1
GVOG02247.trim	35.0	0.0	1
GVOG04157.trim	3.0	0.0	1
GVOG12477.trim	4.0	0.0	1
GVOG05166.trim	2.0	0.0	1
GVOG17368.trim	4.0	0.0	1
GVOG12401.trim	2.0	0.0	1
GVOG16977.trim	2.0	0.0	1
GVOG01751.trim	3.0	4.0	1
GVOG09288.trim	2.0	0.0	1
GVOG09151.trim	2.0	0.0	1
GVOG10352.trim	6.0	0.0	1
GVOG08841.trim	3.0	0.0	1
GVOG04137.trim	2.0	0.0	1
GVOG12081.trim	4.0	0.0	1
GVOG27018.trim	27.0	0.0	1
GVOG19942.trim	6.0	0.0	1
GVOG13036.trim	2.0	0.0	1
GVOG13271.trim	3.0	0.0	1
GVOG03085.trim	10.0	11.0	1
GVOG22214.trim	11.0	0.0	1
GVOG06628.trim	3.0	0.0	1
GVOG14771.trim	7.0	0.0	1
GVOG13230.trim	9.0	0.0	1
GVOG26495.trim	2.0	0.0	1
GVOG08182.trim	2.0	0.0	1
GVOG10803.trim	2.0	0.0	1
GVOG08033.trim	2.0	0.0	1
GVOG14397.trim	2.0	0.0	1
GVOG04882.trim	3.0	0.0	1
GVOG01530.trim	3.0	0.0	1
GVOG24905.trim	2.0	0.0	1
GVOG24282.trim	35.0	12.0	1
GVOG04976.trim	2.0	0.0	1
GVOG12139.trim	2.0	0.0	1
GVOG12892.trim	2.0	0.0	1
GVOG10637.trim	6.0	0.0	1
GVOG26806.trim	8.0	0.0	1
GVOG11871.trim	2.0	0.0	1
GVOG03277.trim	5.0	0.0	1
GVOG04113.trim	4.0	0.0	1
GVOG01862.trim	5.0	0.0	1
GVOG08633.trim	2.0	0.0	1
GVOG11637.trim	3.0	0.0	1
GVOG06299.trim	2.0	0.0	1
GVOG16495.trim	5.0	0.0	1
GVOG06859.trim	4.0	1.0	1
GVOG04446.trim	2.0	0.0	1
GVOG10192.trim	2.0	0.0	1
GVOG11055.trim	3.0	0.0	1
GVOG02587.trim	12.0	0.0	1
GVOG08208.trim	2.0	0.0	1
GVOG01382.trim	5.0	0.0	1
GVOG09218.trim	2.0	0.0	1
GVOG06556.trim	3.0	0.0	1
GVOG22275.trim	5.0	0.0	1
GVOG13478.trim	2.0	0.0	1
GVOG14476.trim	2.0	0.0	1
GVOG24492.trim	2.0	0.0	1
GVOG27188.trim	80.0	0.0	1
GVOG23331.trim	4.0	0.0	1
GVOG24312.trim	71.0	0.0	1
GVOG00945.trim	7.0	0.0	1
GVOG01261.trim	5.0	0.0	1
GVOG27047.trim	2.0	0.0	1
GVOG17476.trim	3.0	0.0	1
GVOG14177.trim	5.0	0.0	1
GVOG25426.trim	27.0	4.0	1
GVOG02253.trim	48.0	5.0	1
GVOG07209.trim	4.0	0.0	1
GVOG01699.trim	5.0	0.0	1
GVOG12322.trim	5.0	0.0	1
GVOG20400.trim	3.0	0.0	1
GVOG09093.trim	2.0	0.0	1
GVOG02504.trim	11.0	0.0	1
GVOG25370.trim	2.0	0.0	1
GVOG13141.trim	2.0	0.0	1
GVOG17070.trim	13.0	85.0	0.3415680937925259
GVOG22713.trim	2.0	0.0	1
GVOG13206.trim	2.0	0.0	1
GVOG06522.trim	2.0	0.0	1
GVOG20295.trim	19.0	1.0	1
GVOG21130.trim	15.0	0.0	1
GVOG13404.trim	2.0	0.0	1
GVOG02403.trim	8.0	0.0	1
GVOG02822.trim	11.0	0.0	1
GVOG15115.trim	7.0	0.0	1
GVOG18943.trim	23.0	0.0	1
GVOG28279.trim	7.0	0.0	1
GVOG14443.trim	2.0	0.0	1
GVOG28324.trim	6.0	0.0	1
GVOG21019.trim	46.0	0.0	1
GVOG07007.trim	4.0	0.0	1
GVOG08467.trim	2.0	0.0	1
GVOG12648.trim	2.0	0.0	1
GVOG04780.trim	2.0	0.0	1
GVOG26273.trim	3.0	0.0	1
GVOG22764.trim	16.0	0.0	1
GVOG19368.trim	5.0	0.0	1
GVOG10479.trim	7.0	0.0	1
GVOG02928.trim	3.0	0.0	1
GVOG07513.trim	2.0	0.0	1
GVOG16933.trim	4.0	0.0	1
GVOG16681.trim	2.0	0.0	1
GVOG13242.trim	5.0	0.0	1
GVOG23304.trim	10.0	0.0	1
GVOG24597.trim	8.0	0.0	1
GVOG16665.trim	2.0	0.0	1
GVOG24147.trim	9.0	11.0	1
GVOG20840.trim	6.0	8.0	1
GVOG10963.trim	6.0	0.0	1
GVOG11314.trim	1.0	0.0	1
GVOG05079.trim	3.0	0.0	1
GVOG20113.trim	5.0	0.0	1
GVOG12102.trim	2.0	0.0	1
GVOG28368.trim	5.0	0.0	1
GVOG12042.trim	2.0	0.0	1
GVOG15604.trim	9.0	0.0	1
GVOG23717.trim	10.0	0.0	1
GVOG25697.trim	4.0	0.0	1
GVOG16344.trim	4.0	0.0	1
GVOG19356.trim	14.0	0.0	1
GVOG03398.trim	6.0	0.0	1
GVOG09713.trim	10.0	0.0	1
GVOG00159.trim	11.0	0.0	1
GVOG00779.trim	14.0	0.0	1
GVOG22171.trim	3.0	14.0	1
GVOG27112.trim	21.0	0.0	1
GVOG11457.trim	3.0	0.0	1
GVOG23313.trim	3.0	0.0	1
GVOG02634.trim	17.0	2.0	1
GVOG27913.trim	40.0	1.0	1
GVOG14056.trim	2.0	0.0	1
GVOG24484.trim	1.0	0.0	1
GVOG14228.trim	4.0	0.0	1
GVOG25199.trim	13.0	0.0	1
GVOG14257.trim	2.0	0.0	1
GVOG02059.trim	3.0	0.0	1
GVOG00571.trim	4.0	0.0	1
GVOG19680.trim	7.0	0.0	1
GVOG15259.trim	35.0	0.0	1
GVOG11017.trim	2.0	0.0	1
GVOG05871.trim	2.0	0.0	1
GVOG11058.trim	2.0	0.0	1
GVOG17244.trim	3.0	0.0	1
GVOG02165.trim	4.0	0.0	1
GVOG13145.trim	2.0	0.0	1
GVOG23710.trim	39.0	5.0	1
GVOG18651.trim	6.0	0.0	1
GVOG00498.trim	12.0	5.0	1
GVOG27318.trim	2.0	0.0	1
GVOG04973.trim	2.0	0.0	1
GVOG22385.trim	5.0	0.0	1
GVOG14857.trim	24.0	1.0	1
GVOG22197.trim	5.0	1.0	1
GVOG19871.trim	7.0	0.0	1
GVOG28389.trim	13.0	1.0	1
GVOG26859.trim	16.0	0.0	1
GVOG04169.trim	2.0	0.0	1
GVOG25360.trim	4.0	0.0	1
GVOG21498.trim	11.0	0.0	1
GVOG16074.trim	2.0	0.0	1
GVOG02718.trim	10.0	1.0	1
GVOG27657.trim	4.0	0.0	1
GVOG06888.trim	2.0	1.0	1
GVOG21175.trim	18.0	0.0	1
GVOG14088.trim	2.0	0.0	1
GVOG06542.trim	2.0	0.0	1
GVOG08744.trim	2.0	0.0	1
GVOG15242.trim	2.0	4.0	1
GVOG06622.trim	2.0	0.0	1
GVOG06879.trim	2.0	0.0	1
GVOG18276.trim	3.0	0.0	1
GVOG01098.trim	6.0	1.0	1
GVOG18972.trim	2.0	0.0	1
GVOG03945.trim	3.0	0.0	1
GVOG23627.trim	3.0	0.0	1
GVOG21827.trim	40.0	9.0	1
GVOG28002.trim	31.0	1.0	1
GVOG20996.trim	5.0	0.0	1
GVOG06760.trim	2.0	0.0	1
GVOG12057.trim	2.0	2.0	1
GVOG06610.trim	2.0	0.0	1
GVOG05850.trim	4.0	0.0	1
GVOG17952.trim	3.0	0.0	1
GVOG18176.trim	6.0	0.0	1
GVOG27373.trim	6.0	3.0	1
GVOG07713.trim	3.0	0.0	1
GVOG07298.trim	2.0	2.0	1
GVOG14871.trim	24.0	1.0	1
GVOG16825.trim	2.0	0.0	1
GVOG08167.trim	2.0	0.0	1
GVOG07067.trim	3.0	0.0	1
GVOG01287.trim	7.0	0.0	1
GVOG09524.trim	2.0	0.0	1
GVOG20302.trim	15.0	0.0	1
GVOG27787.trim	6.0	0.0	1
GVOG27352.trim	5.0	0.0	1
GVOG26650.trim	14.0	0.0	1
GVOG07443.trim	2.0	0.0	1
GVOG27284.trim	25.0	0.0	1
GVOG18132.trim	3.0	0.0	1
GVOG26930.trim	1.0	0.0	1
GVOG20431.trim	3.0	0.0	1
GVOG07286.trim	2.0	0.0	1
GVOG11260.trim	2.0	0.0	1
GVOG21053.trim	8.0	0.0	1
GVOG15578.trim	5.0	1.0	1
GVOG05120.trim	2.0	0.0	1
GVOG04920.trim	4.0	0.0	1
GVOG16765.trim	2.0	0.0	1
GVOG08529.trim	2.0	0.0	1
GVOG22545.trim	8.0	1.0	1
GVOG20560.trim	3.0	0.0	1
GVOG21463.trim	2.0	0.0	1
GVOG19972.trim	20.0	0.0	1
GVOG07991.trim	3.0	0.0	1
GVOG13952.trim	5.0	0.0	1
GVOG27296.trim	104.0	0.0	1
GVOG23796.trim	40.0	0.0	1
GVOG03742.trim	2.0	0.0	1
GVOG23201.trim	9.0	0.0	1
GVOG21971.trim	3.0	0.0	1
GVOG01301.trim	7.0	0.0	1
GVOG14998.trim	3.0	0.0	1
GVOG09708.trim	3.0	0.0	1
GVOG00893.trim	13.0	0.0	1
GVOG01267.trim	4.0	0.0	1
GVOG11955.trim	2.0	4.0	1
GVOG10894.trim	2.0	0.0	1
GVOG24049.trim	7.0	0.0	1
GVOG20940.trim	5.0	0.0	1
GVOG17426.trim	3.0	0.0	1
GVOG15059.trim	4.0	0.0	1
GVOG16046.trim	3.0	0.0	1
GVOG27672.trim	10.0	0.0	1
GVOG00095.trim	42.0	1.0	1
GVOG05078.trim	3.0	0.0	1
GVOG24981.trim	19.0	1.0	1
GVOG19417.trim	3.0	0.0	1
GVOG12095.trim	2.0	0.0	1
GVOG17362.trim	3.0	0.0	1
GVOG05102.trim	2.0	0.0	1
GVOG24218.trim	37.0	4.0	1
GVOG14268.trim	3.0	0.0	1
GVOG00917.trim	25.0	0.0	1
GVOG20615.trim	5.0	0.0	1
GVOG18053.trim	2.0	0.0	1
GVOG06503.trim	2.0	0.0	1
GVOG02591.trim	10.0	3.0	1
GVOG12198.trim	2.0	0.0	1
GVOG03919.trim	6.0	0.0	1
GVOG05138.trim	2.0	0.0	1
GVOG07852.trim	2.0	3.0	1
GVOG17802.trim	5.0	1.0	1
GVOG01596.trim	3.0	0.0	1
GVOG07478.trim	3.0	0.0	1
GVOG27108.trim	13.0	0.0	1
GVOG12929.trim	3.0	0.0	1
GVOG22966.trim	9.0	0.0	1
GVOG02090.trim	5.0	0.0	1
GVOG18044.trim	4.0	0.0	1
GVOG03172.trim	6.0	1.0	1
GVOG22959.trim	9.0	2.0	1
GVOG16752.trim	5.0	0.0	1
GVOG18452.trim	2.0	0.0	1
GVOG12244.trim	2.0	0.0	1
GVOG12445.trim	2.0	0.0	1
GVOG26343.trim	5.0	0.0	1
GVOG17753.trim	12.0	0.0	1
GVOG01471.trim	41.0	12.0	1
GVOG21165.trim	34.0	0.0	1
GVOG10199.trim	3.0	0.0	1
GVOG14188.trim	3.0	0.0	1
GVOG17044.trim	18.0	0.0	1
GVOG12370.trim	3.0	0.0	1
GVOG11131.trim	3.0	0.0	1
GVOG06498.trim	3.0	0.0	1
GVOG16184.trim	6.0	0.0	1
GVOG19391.trim	2.0	0.0	1
GVOG04893.trim	2.0	0.0	1
GVOG02723.trim	7.0	3.0	1
GVOG20885.trim	9.0	0.0	1
GVOG23344.trim	2.0	17.0	1
GVOG20143.trim	14.0	0.0	1
GVOG23963.trim	3.0	0.0	1
GVOG03349.trim	9.0	51.0	1
GVOG14828.trim	14.0	1.0	1
GVOG26234.trim	3.0	0.0	1
GVOG05096.trim	3.0	0.0	1
GVOG13819.trim	3.0	0.0	1
GVOG18347.trim	4.0	0.0	1
GVOG14735.trim	14.0	0.0	1
GVOG15111.trim	4.0	0.0	1
GVOG11106.trim	6.0	0.0	1
GVOG15759.trim	3.0	0.0	1
GVOG22183.trim	20.0	0.0	1
GVOG07960.trim	6.0	0.0	1
GVOG15492.trim	4.0	0.0	1
GVOG04966.trim	2.0	0.0	1
GVOG01112.trim	21.0	0.0	1
GVOG25641.trim	4.0	0.0	1
GVOG22133.trim	2.0	0.0	1
GVOG13681.trim	16.0	0.0	1
GVOG01231.trim	3.0	0.0	1
GVOG04418.trim	2.0	0.0	1
GVOG13951.trim	4.0	0.0	1
GVOG26043.trim	2.0	2.0	1
GVOG22345.trim	3.0	1.0	1
GVOG09971.trim	2.0	0.0	1
GVOG10935.trim	2.0	0.0	1
GVOG20690.trim	4.0	0.0	1
GVOG25500.trim	212.0	4.0	1
GVOG16984.trim	10.0	0.0	1
GVOG15924.trim	2.0	0.0	1
GVOG10946.trim	2.0	0.0	1
GVOG09723.trim	5.0	0.0	1
GVOG16858.trim	3.0	3.0	1
GVOG13528.trim	2.0	0.0	1
GVOG06746.trim	2.0	0.0	1
GVOG14048.trim	2.0	0.0	1
GVOG03563.trim	11.0	0.0	1
GVOG26959.trim	17.0	8.0	1
GVOG09996.trim	2.0	0.0	1
GVOG10189.trim	3.0	0.0	1
GVOG21729.trim	3.0	0.0	1
GVOG09021.trim	3.0	1.0	1
GVOG07378.trim	2.0	0.0	1
GVOG26502.trim	3.0	0.0	1
GVOG04319.trim	2.0	0.0	1
GVOG17460.trim	3.0	0.0	1
GVOG25072.trim	5.0	0.0	1
GVOG11346.trim	8.0	0.0	1
GVOG09700.trim	6.0	0.0	1
GVOG11654.trim	3.0	0.0	1
GVOG10695.trim	3.0	0.0	1
GVOG06001.trim	2.0	0.0	1
GVOG20641.trim	2.0	0.0	1
GVOG06431.trim	2.0	0.0	1
GVOG03053.trim	16.0	0.0	1
GVOG02810.trim	9.0	5.0	1
GVOG12630.trim	7.0	0.0	1
GVOG06116.trim	2.0	0.0	1
GVOG23146.trim	4.0	0.0	1
GVOG07980.trim	2.0	0.0	1
GVOG18616.trim	2.0	0.0	1
GVOG03970.trim	2.0	0.0	1
GVOG16614.trim	2.0	3.0	1
GVOG02936.trim	4.0	10.0	1
GVOG03557.trim	10.0	0.0	1
GVOG06585.trim	4.0	3.0	1
GVOG16320.trim	11.0	0.0	1
GVOG00053.trim	37.0	0.0	1
GVOG21956.trim	3.0	0.0	1
GVOG12193.trim	2.0	0.0	1
GVOG03844.trim	3.0	0.0	1
GVOG21524.trim	10.0	89.0	0.27594547053649954
GVOG14078.trim	3.0	0.0	1
GVOG04434.trim	3.0	0.0	1
GVOG09388.trim	2.0	0.0	1
GVOG09846.trim	2.0	0.0	1
GVOG27259.trim	12.0	0.0	1
GVOG15459.trim	8.0	0.0	1
GVOG28662.trim	7.0	0.0	1
GVOG01951.trim	4.0	0.0	1
GVOG25611.trim	19.0	0.0	1
GVOG21496.trim	11.0	0.0	1
GVOG28669.trim	4.0	0.0	1
GVOG05744.trim	2.0	0.0	1
GVOG02712.trim	5.0	0.0	1
GVOG24629.trim	3.0	0.0	1
GVOG20538.trim	5.0	0.0	1
GVOG26698.trim	4.0	0.0	1
GVOG01391.trim	3.0	0.0	1
GVOG19112.trim	6.0	0.0	1
GVOG13578.trim	2.0	0.0	1
GVOG14885.trim	13.0	11.0	1
GVOG01909.trim	4.0	0.0	1
GVOG12587.trim	3.0	0.0	1
GVOG26218.trim	239.0	0.0	1
GVOG09306.trim	3.0	0.0	1
GVOG15140.trim	5.0	0.0	1
GVOG03330.trim	11.0	0.0	1
GVOG05020.trim	2.0	0.0	1
GVOG15296.trim	4.0	0.0	1
GVOG18129.trim	3.0	0.0	1
GVOG00213.trim	36.0	0.0	1
GVOG16369.trim	2.0	0.0	1
GVOG19577.trim	4.0	0.0	1
GVOG22363.trim	3.0	0.0	1
GVOG05121.trim	2.0	0.0	1
GVOG17546.trim	5.0	0.0	1
GVOG01968.trim	4.0	0.0	1
GVOG09697.trim	3.0	0.0	1
GVOG12791.trim	5.0	0.0	1
GVOG07249.trim	4.0	0.0	1
GVOG23333.trim	150.0	0.0	1
GVOG04964.trim	3.0	0.0	1
GVOG23076.trim	7.0	12.0	1
GVOG21039.trim	5.0	0.0	1
GVOG26645.trim	19.0	0.0	1
GVOG02110.trim	4.0	0.0	1
GVOG16780.trim	5.0	3.0	1
GVOG26902.trim	2.0	0.0	1
GVOG10114.trim	3.0	0.0	1
GVOG03580.trim	11.0	0.0	1
GVOG17832.trim	7.0	7.0	1
GVOG18487.trim	8.0	0.0	1
GVOG21733.trim	3.0	0.0	1
GVOG24191.trim	8.0	0.0	1
GVOG04442.trim	5.0	0.0	1
GVOG05798.trim	2.0	0.0	1
GVOG03958.trim	3.0	0.0	1
GVOG01040.trim	8.0	5.0	1
GVOG22771.trim	3.0	0.0	1
GVOG10679.trim	6.0	0.0	1
GVOG16478.trim	2.0	0.0	1
GVOG01292.trim	3.0	0.0	1
GVOG04875.trim	3.0	1.0	1
GVOG03078.trim	7.0	0.0	1
GVOG28115.trim	2.0	2.0	1
GVOG14703.trim	7.0	0.0	1
GVOG28496.trim	2.0	0.0	1
GVOG09739.trim	2.0	1.0	1
GVOG11445.trim	2.0	0.0	1
GVOG22313.trim	4.0	0.0	1
GVOG19038.trim	3.0	0.0	1
GVOG12722.trim	2.0	0.0	1
GVOG04445.trim	2.0	0.0	1
GVOG21876.trim	11.0	0.0	1
GVOG08041.trim	7.0	0.0	1
GVOG26837.trim	32.0	0.0	1
GVOG19492.trim	7.0	0.0	1
GVOG18975.trim	4.0	0.0	1
GVOG14808.trim	7.0	0.0	1
GVOG00447.trim	6.0	1.0	1
GVOG12827.trim	2.0	0.0	1
GVOG24340.trim	269.0	0.0	1
GVOG27512.trim	5.0	2.0	1
GVOG06073.trim	2.0	1.0	1
GVOG28127.trim	3.0	0.0	1
GVOG06644.trim	3.0	0.0	1
GVOG14967.trim	15.0	0.0	1
GVOG16116.trim	2.0	1.0	1
GVOG08073.trim	3.0	0.0	1
GVOG05348.trim	2.0	0.0	1
GVOG07364.trim	3.0	7.0	1
GVOG10266.trim	2.0	0.0	1
GVOG08732.trim	2.0	0.0	1
GVOG23204.trim	8.0	6.0	1
GVOG03501.trim	7.0	0.0	1
GVOG14743.trim	15.0	0.0	1
GVOG16701.trim	3.0	0.0	1
GVOG15738.trim	6.0	0.0	1
GVOG10348.trim	4.0	0.0	1
GVOG11623.trim	3.0	0.0	1
GVOG18235.trim	4.0	0.0	1
GVOG18686.trim	2.0	0.0	1
GVOG28442.trim	5.0	0.0	1
GVOG00860.trim	6.0	0.0	1
GVOG14948.trim	9.0	0.0	1
GVOG22881.trim	10.0	0.0	1
GVOG21169.trim	22.0	33.0	1
GVOG15887.trim	3.0	0.0	1
GVOG01742.trim	4.0	0.0	1
GVOG04691.trim	2.0	0.0	1
GVOG14722.trim	16.0	0.0	1
GVOG01141.trim	11.0	0.0	1
GVOG00358.trim	10.0	0.0	1
GVOG26574.trim	6.0	0.0	1
GVOG01000.trim	5.0	0.0	1
GVOG25855.trim	19.0	0.0	1
GVOG05815.trim	4.0	1.0	1
GVOG13948.trim	4.0	0.0	1
GVOG20132.trim	5.0	0.0	1
GVOG25726.trim	24.0	0.0	1
GVOG00010.trim	19.0	0.0	1
GVOG02597.trim	12.0	0.0	1
GVOG08728.trim	2.0	0.0	1
GVOG17836.trim	27.0	0.0	1
GVOG05503.trim	2.0	0.0	1
GVOG25081.trim	33.0	0.0	1
GVOG14926.trim	5.0	1.0	1
GVOG18197.trim	2.0	0.0	1
GVOG27883.trim	11.0	0.0	1
GVOG15827.trim	4.0	0.0	1
GVOG03876.trim	5.0	0.0	1
GVOG07923.trim	2.0	1.0	1
GVOG26594.trim	8.0	0.0	1
GVOG15290.trim	6.0	0.0	1
GVOG16653.trim	2.0	1.0	1
GVOG23317.trim	3.0	0.0	1
GVOG22043.trim	2.0	0.0	1
GVOG19579.trim	2.0	0.0	1
GVOG22417.trim	10.0	0.0	1
GVOG18110.trim	3.0	0.0	1
GVOG13181.trim	3.0	0.0	1
GVOG06993.trim	2.0	0.0	1
GVOG27263.trim	40.0	0.0	1
GVOG28101.trim	66.0	0.0	1
GVOG04221.trim	2.0	0.0	1
GVOG12195.trim	3.0	0.0	1
GVOG11561.trim	3.0	0.0	1
GVOG11177.trim	3.0	0.0	1
GVOG20754.trim	28.0	10.0	1
GVOG07761.trim	3.0	0.0	1
GVOG10252.trim	2.0	0.0	1
GVOG15116.trim	18.0	0.0	1
GVOG14401.trim	4.0	0.0	1
GVOG04199.trim	3.0	0.0	1
GVOG16590.trim	2.0	0.0	1
GVOG23053.trim	2.0	0.0	1
GVOG01859.trim	3.0	0.0	1
GVOG10855.trim	11.0	0.0	1
GVOG09411.trim	3.0	0.0	1
GVOG01211.trim	11.0	0.0	1
GVOG02774.trim	9.0	0.0	1
GVOG17764.trim	11.0	1.0	1
GVOG19300.trim	13.0	0.0	1
GVOG04278.trim	2.0	0.0	1
GVOG09294.trim	2.0	0.0	1
GVOG26561.trim	5.0	2.0	1
GVOG24317.trim	209.0	0.0	1
GVOG06588.trim	2.0	0.0	1
GVOG01664.trim	4.0	0.0	1
GVOG08459.trim	2.0	0.0	1
GVOG07014.trim	2.0	0.0	1
GVOG04253.trim	2.0	0.0	1
GVOG13595.trim	2.0	0.0	1
GVOG06893.trim	2.0	0.0	1
GVOG02334.trim	8.0	0.0	1
GVOG01122.trim	8.0	0.0	1
GVOG08001.trim	3.0	0.0	1
GVOG21743.trim	3.0	0.0	1
GVOG15895.trim	4.0	0.0	1
GVOG09978.trim	2.0	0.0	1
GVOG21582.trim	4.0	25.0	1
GVOG13347.trim	6.0	0.0	1
GVOG08173.trim	2.0	0.0	1
GVOG07350.trim	5.0	0.0	1
GVOG27216.trim	4.0	0.0	1
GVOG07341.trim	2.0	0.0	1
GVOG26415.trim	13.0	0.0	1
GVOG09544.trim	2.0	0.0	1
GVOG14794.trim	7.0	0.0	1
GVOG20564.trim	7.0	0.0	1
GVOG14178.trim	3.0	0.0	1
GVOG04352.trim	2.0	0.0	1
GVOG15235.trim	5.0	0.0	1
GVOG08110.trim	2.0	0.0	1
GVOG24950.trim	6.0	0.0	1
GVOG02791.trim	11.0	0.0	1
GVOG22531.trim	19.0	4.0	1
GVOG01969.trim	3.0	0.0	1
GVOG06669.trim	2.0	0.0	1
GVOG21232.trim	3.0	0.0	1
GVOG13727.trim	3.0	0.0	1
GVOG05497.trim	2.0	37.0	1
GVOG10339.trim	2.0	0.0	1
GVOG12393.trim	3.0	0.0	1
GVOG10749.trim	8.0	0.0	1
GVOG05226.trim	2.0	0.0	1
GVOG26260.trim	7.0	0.0	1
GVOG01144.trim	11.0	0.0	1
GVOG21389.trim	7.0	0.0	1
GVOG26338.trim	3.0	0.0	1
GVOG06460.trim	4.0	0.0	1
GVOG01566.trim	6.0	0.0	1
GVOG14972.trim	73.0	0.0	1
GVOG18841.trim	14.0	0.0	1
GVOG23059.trim	5.0	2.0	1
GVOG27368.trim	12.0	0.0	1
GVOG06145.trim	3.0	0.0	1
GVOG27745.trim	21.0	1.0	1
GVOG03533.trim	26.0	0.0	1
GVOG13684.trim	2.0	0.0	1
GVOG11415.trim	3.0	0.0	1
GVOG09081.trim	2.0	0.0	1
GVOG02793.trim	7.0	1.0	1
GVOG07068.trim	2.0	0.0	1
GVOG27362.trim	4.0	0.0	1
GVOG20124.trim	6.0	0.0	1
GVOG13256.trim	2.0	0.0	1
GVOG12598.trim	3.0	0.0	1
GVOG04810.trim	3.0	0.0	1
GVOG18164.trim	2.0	0.0	1
GVOG04529.trim	2.0	0.0	1
GVOG04419.trim	4.0	0.0	1
GVOG12240.trim	3.0	0.0	1
GVOG16411.trim	2.0	3.0	1
GVOG27881.trim	3.0	0.0	1
GVOG25580.trim	10.0	0.0	1
GVOG19066.trim	3.0	0.0	1
GVOG20255.trim	14.0	1.0	1
GVOG22826.trim	2.0	0.0	1
GVOG24530.trim	10.0	0.0	1
GVOG19821.trim	10.0	0.0	1
GVOG03068.trim	8.0	0.0	1
GVOG21097.trim	11.0	0.0	1
GVOG14134.trim	2.0	0.0	1
GVOG09729.trim	4.0	0.0	1
GVOG06308.trim	2.0	0.0	1
GVOG21221.trim	2.0	0.0	1
GVOG23741.trim	8.0	1.0	1
GVOG10068.trim	2.0	0.0	1
GVOG05812.trim	4.0	0.0	1
GVOG18741.trim	11.0	0.0	1
GVOG27890.trim	10.0	0.0	1
GVOG27063.trim	3.0	0.0	1
GVOG27153.trim	3.0	0.0	1
GVOG18999.trim	4.0	0.0	1
GVOG25573.trim	30.0	0.0	1
GVOG00601.trim	4.0	0.0	1
GVOG09989.trim	2.0	0.0	1
GVOG22565.trim	34.0	1.0	1
GVOG11663.trim	3.0	0.0	1
GVOG07305.trim	2.0	0.0	1
GVOG18113.trim	2.0	1.0	1
GVOG28490.trim	6.0	0.0	1
GVOG12452.trim	2.0	0.0	1
GVOG02349.trim	6.0	1.0	1
GVOG10680.trim	6.0	0.0	1
